respondent_id,profile_level,format,cat_1,cat_2,cat_3,cat_4,lying_1,lying_2,lying_3,lying_4,stealing_1,stealing_2,stealing_3,stealing_4
R0074,IIR2,text,He kept it because animals make you feel better when you are lonely or sad.,"Because usually when someone is having a hard time, getting a pet helps comfort them and makes them happy.",You shouldn't care about what bullies think and you should just be nice to animals.,"Because peer pressure is bad and mean kids will always judge you, but pets will always love you no matter what.",She didn't tell on her because you aren't supposed to snitch on your friends.,"Because friends are supposed to be loyal, and if you get your best friend in trouble they probably won't be your friend anymore.",You should always study for your tests instead of cheating off other people.,"Because if you just cheat and guess, you don't actually learn anything and you'll probably fail the class later on.",He kept it because he was being greedy and wanted to buy something he couldn't afford.,"Because sometimes when kids want something really bad and their parents say no, they do bad things to get the money.",You shouldn't steal from people just to get what you want.,Because stealing is a crime and it's really messed up to take someone else's hard-earned money.
R0075,IIR2,comic,Because he felt sorry for the poor animal and wanted a pet.,Usually when people see a sad stray animal they want to adopt it and give it a loving home.,You should stand up to bullies and be kind to animals.,"Because it's mean to make fun of people or animals, and you should always do the right thing even if others are being jerks.",Because she didn't want to get her best friend in trouble with the teacher.,Friends don't usually snitch on each other because it would make them mad and ruin the friendship.,Don't cheat on your tests.,"Because cheating is bad and you won't actually learn anything, plus you can get a zero if you get caught.",Because he wanted the money to buy something he really wanted.,When people find a lot of money they usually want to keep it to buy cool stuff instead of giving it back.,You shouldn't steal things from people.,Because taking things that don't belong to you is wrong and the person will be sad they lost their money.
R0076,IIR2,comic,Because stray cats need a warm place to live and someone to feed them.,It's really sad when pets are stuck outside in bad weather so people should rescue them.,You should ignore bullies and just be nice to animals.,"Bullies just want to make fun of people, but doing the right thing and helping pets is way better.",Because you aren't supposed to snitch on your friends.,If you tell the teacher on your friend they will get mad and probably stop hanging out with you.,You have to stick up for your friends even if they are doing something bad.,In real life true friends always have your back and cover for you.,He got greedy because he wanted to buy something expensive that he couldn't afford.,Sometimes when kids really want something they will do bad things like steal to get the money for it.,Stealing is wrong because it causes problems for other people.,If you take someone's money they might not be able to buy their groceries and that's messed up.
R0077,IIR2,text,He felt sorry for the stray animal and wanted to rescue it.,"When people see a sad, lonely animal on the street, it's normal to want to take it home and take care of it.",Don't let bullies stop you from doing the right thing.,"Mean kids always try to make fun of people to look cool, but you should just ignore them and be nice anyway.",Because friends are supposed to have each other's backs and not snitch.,"If you tell a teacher on your best friend, they will get really mad and won't want to hang out with you anymore.",The lesson is that you shouldn't cheat on your tests.,Because cheating is bad and if you get caught you will get a zero and get in trouble.,Because he really wanted to buy something expensive that he couldn't afford.,"Sometimes when kids get mad that their parents won't buy them what they want, they do bad things to get the money.",You shouldn't take things that don't belong to you just because you want something.,"Because stealing is illegal, and taking someone else's money is wrong even if you are mad."
R0078,IIR2,text,Because animals need a home and it's better to have a loyal pet than hang out with mean kids.,"Because real friends don't make fun of you, but pets will always be nice to you no matter what.",Stand up to bullies and be kind to animals.,"Because bullies just want to make people feel bad, so you should ignore them and do the right thing by helping homeless animals.",Because you aren't supposed to snitch on your best friends.,Because usually friends stick together and keep secrets so they don't get each other in trouble at school.,You shouldn't cheat on tests or make your friends cover for your bad choices.,"Because cheating never helps you actually learn, and it puts your friends in a really bad spot when they have to lie to the teacher.",Because he really wanted to buy something expensive and didn't have his own money.,Kids sometimes take things that aren't theirs when they really want a toy but their parents say no.,Don't steal from people just to get what you want.,Because stealing is a crime and it's mean to take money from strangers who lost their wallet.
R0079,IIR3,text,"He kept the cat because he realized the cat actually comforted him when he was crying, making it a better friend than the boys who just bullied him and the cat.","Bruno literally calls the cat his 'real friend' right after the boys threaten to kick him out of basketball. In real life, people eventually get tired of being laughed at and will choose whoever makes them feel loved and accepted.","True friends care about you for who you are, while fake friends only care about conditions and looking cool.","The story showed the boys only letting Bruno play basketball if he left the 'dirty' cat alone, but he chose the cat. I think this shows how a pet's unconditional love is better than toxic kids who just want to control you.","Sarah didn't tell on her because they have been best friends since they were toddlers, and usually kids feel like loyalty to a friend is way more important than following school rules.","In the story Rachel literally whispers 'Don't tell on me. I'm your best friend.' In real life, friends put a lot of peer pressure on you to cover for them so they don't get a zero or suspended.","When you do something wrong like cheating, you end up dragging your friends down with you and making them uncomfortable.","Sarah studied hard and was just trying to focus on her test, but then had to lie to Ms. Craig because of Rachel. It reminds me how in life, selfish choices usually stress out the people who care about you the most.","Billy kept the wallet because he saw the exact $300 he needed for the new bike, and his greed made him ignore the fact that stealing is wrong.","The story says his dad told him no to the bike, so when Billy saw the $300 he immediately thought about buying it. Sometimes when kids are mad and really want something, they justify taking it instead of working to earn the money honestly.","Don't let jealousy and anger make you do dishonest things, especially when you already have enough.","Billy's dad pointed out he already had a perfectly nice bike, but Billy got mad and lied straight to the lady's face to keep her money. It shows how being a spoiled brat can make you do criminal things just to get your way."
R0080,IIR3,comic,"The boy kept the cat because he realized the cat actually cared about him when he was sad, and he felt bad that it was shivering in the cold rain.","The story shows the cat comforting him on the bench earlier. When the bullies made fun of the wet cat later, he knew he had to stand up for it and adopt it, just like how real friends protect each other in real life.",The lesson is that you shouldn't care about what bullies think and you should be kind to those who are kind to you.,"At first the boy shooed the cat away because he was embarrassed by the kids laughing. But in the end he realized that trying to look cool for mean kids isn't worth it, and saving a stray cat is the right thing to do.","Sarah stays quiet because Rachel is her best friend and begged her not to say anything, so she covers for her.","In the comic Rachel whispers 'I'm your best friend' to stop her from telling. In real life, it's really hard to snitch on your best friend because you don't want them to get in trouble or be mad at you.",The lesson is that you shouldn't let friends pressure you into lying for them when they do something wrong like cheating.,"Rachel chose not to study and cheated, then made Sarah lie to Ms. Craig. A real friend wouldn't put you in a bad situation and force you to break the rules just to save themselves.","Billy kept the wallet because it had exactly $300 in it, which was how much the red bike cost.","The text shows his parents said no to buying the expensive bike, so when he found the money, his greed took over. It's like when people want something so bad they ignore that stealing is wrong and hurt others to get it.",You shouldn't steal things that don't belong to you just because you are mad you can't have what you want.,"Billy lied to the lady and kept her money just to buy a bike. If you lose your wallet in real life you'd be panicking, so it's really selfish of him to care more about a toy than doing the right thing."
R0081,IIR3,comic,"The boy kept the cat because the cat comforted him when he was sad, and in real life, you want to protect friends who care about you, especially when bullies are being mean to them in the rain.","The comic shows the cat purring and making him feel better, and later he calls him a 'real friend.' I know from my own life that true friends support you, so you should give them a loving home instead of leaving them out in the cold.",A good lesson is to treat others with kindness and stick by your real friends even if other people make fun of you for it.,"The boy decided to adopt the dirty cat even though the other kids called it yucky. It shows that in the real world, loyalty and love matter way more than what popular bullies think about you.","Sarah doesn't tell because Rachel uses guilt by saying they are best friends, and Sarah is probably scared of losing her friendship if she snitches on her.","The comic shows Rachel whispering 'I'm your best friend' to stop her from telling. In real school life, it's really hard to tell a teacher the truth when it means getting your closest friend in big trouble, so people often lie to protect them.","A lesson is that sometimes doing the right thing is really hard when it involves your friends, but true friends shouldn't put you in a position to lie.","Rachel didn't study and then cheated, forcing Sarah to lie to Ms. Craig. In the real world, a good friend wouldn't force you to break the rules and risk getting in trouble just to cover up their own lazy mistakes.","Billy kept the wallet because he was mad his parents wouldn't buy him the $300 bike, and he let his temptation take over when he saw the exact amount of money he needed inside it.","In the story he says 'With that money I could buy that red bike!' Usually when people really want something they can't have, they might make bad choices and steal to get it, even if they know it belongs to someone else.",The lesson is that you shouldn't let your anger or wanting something badly make you do bad things like stealing.,"Billy lied right to the lady's face just so he could buy the bike. I know that doing the right thing and being honest is more important than getting a cool toy, because stealing hurts other people."
R0082,IIR3,text,"Bruno realized the cat was actually a real friend who comforted him when he was sad, unlike the other kids who were just bullies making fun of both of them.","The text says Bruno called the cat a 'real friend' and ignored the kids when they said he couldn't play basketball. I know that when people get picked on, they usually want to stick with someone who actually cares about them instead of hanging out with fake friends.",You should choose real friends who care about you over trying to fit in with mean people.,"Bruno wanted to play basketball with those guys but they were just mean to him and the poor wet cat. It shows that in the real world, being popular isn't worth it if you have to hang out with jerks.","Sarah doesn't tell because Rachel is her best friend since they were toddlers. Usually you want to protect your friends from getting in trouble, even if they are doing something bad like cheating.",The story says Rachel whispered 'I'm your best friend' to keep her quiet. I know from real life that loyalty to friends can make people cover up bad things because they don't want to ruin the friendship.,Just because someone is your best friend doesn't mean you should help them cheat or lie to cover for them.,"Sarah lied to the teacher to protect Rachel, who didn't even study for the test. In real life, true friends shouldn't put you in a bad spot where you have to break the rules for them.","He kept it because it had exactly $300 inside, which was exactly how much the beautiful bike cost, and he was being greedy.","The story says he saw the $300 and immediately said he could buy the bike with it. People sometimes do bad things when they are desperate for something they can't afford, and let their greed take over.",You shouldn't steal from innocent people just because you are mad you can't get what you want.,"Billy really wanted that expensive red bike but his dad said no, so he kept the lady's wallet. In real life, just because you didn't get a present doesn't give you the right to take someone else's hard-earned money."
R0083,IIR3,text,"Because he knew what it felt like to be bullied and laughed at. When the boys were making fun of the shivering cat, he realized the cat was actually nice to him when he was crying, so he chose the cat over the mean kids.","The story says he called the cat a 'real friend' and bent down to pet it even though the boys said he couldn't play basketball. In the real world, you should pick true friends over people who just want to be mean.",Don't ditch someone who was there for you just to fit in with the popular kids.,"At first the boy put the cat down because he was embarrassed the kids were laughing, but then he saw them making fun of the wet cat. It shows that true friendship is more important than looking cool to a bunch of bullies.","She doesn't want to be a snitch and get her best friend in trouble. Rachel reminded her they are best friends, and it's really hard to rat out someone you've known since you were little.","Rachel told her 'Don't tell on me. I'm your best friend' when she was copying the other kid's test. In real life, peer pressure makes people stay quiet and lie to protect their friends.","If you don't do the hard work yourself, you might end up dragging your friends into your own mess.","Rachel didn't study at all and decided to cheat, which forced Sarah to lie to the teacher to protect her. It shows that being lazy can put the people who care about you in a really bad spot.",He kept the wallet because he was mad his dad wouldn't buy him a bike and he saw the exact $300 he needed inside it. He let his selfish desire for the bike make him steal.,The story says he thought 'I could buy that red bike!' when he saw the $300. It shows that temptation can make people do crimes like stealing from an innocent lady just to get what they want.,Don't let your anger or greed make you do bad things that hurt other people.,"Billy was mad his parents wouldn't buy him the expensive bike, so he lied to the lady and kept her money. When people don't get what they want, they sometimes act selfish and steal, which is wrong."
R0084,IIR3,text,"He kept the cat because he realized the cat was actually there for him when he was sad, while the other boys were just being bullies. He chose a real friend over peer pressure.",In the text Bruno calls the cat a 'real friend' and ignores the boys who won't let him play basketball. You learn in life that true loyalty is better than hanging out with toxic kids just to look cool.,It's better to pick true friends who care about you instead of trying to fit in with bullies.,"Bruno gave up playing basketball with the kids to help the cold, wet cat. It shows that showing compassion and being kind is way more important than being popular with mean people.",She doesn't tell because Rachel is her best friend and she feels pressured to protect her. She's probably scared of losing her friendship if she snitches.,"The text says Rachel whispered 'I'm your best friend' to make Sarah keep quiet. In middle school, peer pressure is really strong and kids usually don't want to rat out their friends because they'll get hated on.",Sometimes loyalty to your friends can put you in tough spots and make you do the wrong thing.,"Sarah lied to Ms. Craig to cover up Rachel's cheating on the math test. It shows how having a strong friendship can sometimes blind you from being honest, because you don't want to get them in trouble.",He kept the wallet because his parents wouldn't buy him the expensive bike and he wanted it really bad. People sometimes get greedy and steal when they can't get what they want normally.,"The story says he saw the $300 in the wallet and immediately thought about buying the red bike. In real life, temptation can make people do bad things like keeping lost money instead of doing the right thing.",You shouldn't let wanting something make you do bad things like stealing or lying.,"Billy lied right to the lady's face about her wallet just so he could buy the bike. In the real world, being greedy for stuff can make you hurt other people and become dishonest."
R0085,IIR3,comic,"He kept the cat because he knew how it felt to be sad and made fun of, and the cat was the only one who actually acted like a real friend to him.","In the comic the other kids laugh at both of them and call them yucky. I know from real life that going through a hard time together makes you closer, so he realized the cat's friendship was way better than hanging out with those fake friends.","Real friends are the ones who are there for you when you're sad, not people who just make fun of you to look cool.","The cat tried to comfort the boy when he was crying on the bench, but the other kids just laughed and told him to shower. In the real world, true loyalty is more important than what popular bullies think.","She doesn't want to ruin her friendship with Rachel since they have been best friends since they were little, even though she knows cheating is wrong.","The story says they've been best friends since they were toddlers, and Rachel literally whispers 'I'm your best friend' to guilt trip her. In middle school, losing your best friend is a huge deal so she stayed quiet to protect her.",Sometimes people use friendship as a way to get away with doing bad things.,"Rachel didn't study at all and decided to cheat, and then she used her friendship with Sarah to make Sarah keep the secret. It shows how peer pressure works in real life when friends put you in really tough spots.",He kept it because he saw the $300 inside and realized it was exactly enough money to buy the red bike his parents refused to get him.,"In the panels, he gets mad at his parents and then when he opens the wallet he says 'With that money, I could buy that red bike!'. He let his anger and his desire for the bike override doing the right thing, which happens a lot when people get tempted by easy money.",Being greedy and wanting things you don't need can make you do bad things that hurt innocent people.,Billy was so mad his parents wouldn't buy him the expensive bike that he straight up lied to the lady's face when she came back looking for her wallet. It shows how wanting stuff you can't have can totally mess up your morals.
R0086,IIR3,text,"He kept the cat because he realized the cat actually cared about him when he was crying, while his 'friends' were just being mean bullies.",The story says he called the cat a 'real friend' and ignored the boys who said he couldn't play basketball. I know that people would rather be with a loyal pet who comforts them instead of toxic kids who just make fun of people to look cool.,It's better to stand up for what is right and care for others instead of trying to fit in with bullies.,"Bruno gave up playing basketball with those mean guys so he could save the freezing cat. It shows that in life, having real compassion is way more important than giving in to peer pressure.","She stayed quiet because they have been best friends since they were toddlers, and she didn't want to betray her friend and get her in big trouble.","The story mentions they are longtime best friends and Rachel whispered for her not to tell. I know that in middle school, kids are terrified of losing their friends or being labeled a snitch, so they just lie to the teacher.",True friends shouldn't pressure you to cover for them when they do bad things.,"Rachel guilt tripped Sarah by saying 'I'm your best friend' to hide her cheating. I know that sometimes toxic friends use your friendship as an excuse to get away with breaking the rules, and it puts you in a bad spot.","He kept it because he really wanted that $300 red bike that his dad said no to, and sometimes people let their greed make them do bad things like stealing.","The story says he saw the $300 in her wallet and immediately thought about the bike. I know from real life that when kids get mad that they can't get an expensive toy, they sometimes make really bad choices to get the money.",You shouldn't let your own selfishness make you steal from innocent people.,"Billy lied right to the lady's face to keep her money just for a bike. In the real world, stealing someone's hard earned money just because you want a toy is super selfish and wrong."
R0087,IIR3,comic,"He kept the cat because he felt a connection to it. He knew what it felt like to be sad and alone, and he decided he didn't care what the mean kids thought anymore.","Earlier in the story, the boy was crying on the bench and the cat tried to comfort him. When you go through a hard time, you usually build a strong bond with whoever is there for you, so his empathy made him want to protect the cat from the bullies.",It is better to be kind and do the right thing than to give in to peer pressure from bullies.,"The other kids threatened to not let him play basketball if he touched the cat, but he saved Bruno anyway. It reminds me that in the real world, doing the right thing for someone who is suffering is way more important than fitting in with mean people.",Sarah doesn't tell on Rachel because they are best friends and Rachel specifically begged her not to. She feels pressured to keep the secret so she doesn't lose her friend.,"The story says they've been friends since they were toddlers, and Rachel whispers for her not to tell. In middle school, peer pressure is really strong, and people usually choose loyalty to their friends over the rules because they don't want to be called a snitch.",A real friend shouldn't use your friendship to make you cover up their bad choices.,"Rachel cheated because she didn't study, and then she guilt-tripped Sarah into lying to the teacher. I thought of this because in real life, true friends don't force you to break the rules and risk getting in trouble just to save themselves.","He kept the wallet because he was mad his parents wouldn't buy him the $300 red bike, and he saw the money inside as a way to get it himself.","The comic shows him getting rejected by his parents and then finding the exact amount of money he needs. I know from experience that when people get told no, they sometimes look for sneaky ways to get what they want anyway, even if it means stealing.",You shouldn't let your own greed make you do bad things to innocent people.,"I think this because Billy wanted the expensive red bike so badly that he selfishly stole the money from the lady's wallet. In real life, being obsessed with getting what you want can make you lose your morals and hurt others."
R0088,IIR3,comic,He kept the cat because he felt sorry for it and realized he shouldn't care what those mean kids think anymore.,"The comic shows the cat shivering in the rain and the boy standing up to the kids who said he couldn't play basketball. Usually when you know what it feels like to be laughed at or bullied, you want to help someone else who is going through the same thing.",It's better to be kind and do the right thing than to try and fit in with mean people.,"The boy originally yelled at the cat so he could play basketball with the bullies, but he clearly felt bad. At the end he chooses the cat over the kids, which shows that being a good person is more important than being popular.",Sarah didn't tell because Rachel guilt tripped her into staying quiet by reminding her they are best friends.,Rachel literally whispers 'I'm your best friend' to stop her from snitching. I know from experience that it's super hard to tell on a friend because you know they will be mad at you and it might ruin the friendship.,A lesson is that peer pressure from friends can make you do the wrong thing.,"Because in the comic Sarah lies to the teacher just because Rachel brings up being best friends. In real life, it's really common to cover up bad stuff for your friends because you don't want to lose them.",He kept it because he saw the $300 inside and realized it was exactly enough to buy the fancy red bike his parents refused to buy him.,"In the story he thinks 'With that money, I could buy that red bike!' right after opening it. I know that when kids are super mad about not getting what they want, they can make really bad impulsive decisions if an opportunity is right in front of them.",Don't let your greed make you do terrible things to other people.,Billy wanted the bike so bad that he stole a lady's wallet and lied right to her face while she was looking for it. It shows how people sometimes let their selfish wants take over and they end up hurting innocent people.
R0089,IIR3,text,"He kept the cat because he realized it cared about him when he was crying, while his human friends were just being mean. He saw that true friendship is about loyalty, not judging someone for being dirty or uncool.","The story shows Bruno calling the cat a 'real friend' and ignoring the boys who wouldn't let him play basketball. I know that in real life, true friends comfort you instead of making fun of you, so he chose the caring cat over toxic friends.",It's better to stand up for those who care about you than to follow the crowd just to fit in.,"Bruno gave up basketball with his friends to save the wet, shivering cat. It shows that in real life, showing compassion to someone who is hurting is way more important than giving in to peer pressure.","Sarah stays quiet because Rachel reminded her that they are best friends since they were toddlers. Usually, kids are terrified of ruining a long friendship and being called a snitch, so they choose loyalty over following the teacher's rules.","The story says Rachel whispered 'don't tell on me. I'm your best friend' when the teacher asked if something was going on. I know from school that kids feel tons of pressure to protect their friends, so Sarah just lied to avoid a huge fight.",Sometimes being a loyal friend puts you in a really tough spot between doing what's right and protecting them.,"Rachel used their friendship to make Sarah keep quiet about her cheating on the math test. In real life, peer pressure from close friends can make you freeze up and lie to adults, even if you know cheating is totally unfair to people who actually studied.","He kept it because he really wanted that $300 red bike and his dad already said no to buying it. Sometimes when people want something super bad, they let greed take over and make selfish choices like stealing.","The text says he opened the wallet, saw exactly $300, and thought about the bike. In real life, money can really tempt people to ignore their morals just so they can get a shortcut to what they want.",You shouldn't steal from others just because you want something you can't have.,"Billy lied to the lady looking for her wallet just so he could buy a toy. Out in the real world, stealing someone else's hard-earned money is wrong and it ends up hurting innocent people."
R0090,IIR3,comic,"The boy kept the cat because he realized the cat was a better friend than those mean kids. In the comic, the kids were laughing at the wet cat just like they laughed at him before, so he probably felt bad for it and knew what it was like to be bullied.","The story shows the boy getting laughed at by the same kids who later laughed at the cat in the rain. In real life, going through something hard like being bullied makes you want to help others going through the same thing, so he chose the cat over them.",A good lesson is to stick up for people who are hurting instead of trying to fit in with bullies.,"The boy originally stopped petting the cat just to play basketball with the mean kids. But when he saw the cat shivering in the rain, he finally stood up to them, which shows that doing the right thing is more important than being popular.","Sarah doesn't tell on Rachel because she is afraid of losing her best friend. The comic says they have been friends since they were toddlers, and Rachel uses that against her by whispering 'I'm your best friend' during the test to guilt-trip her.","It says in the text that they are best friends. Usually, if your close friend does something wrong, it puts you in a really tough spot because you don't want them to get in trouble or be mad at you, even if you know cheating is bad.",The lesson is that sometimes people will use your friendship to get away with doing bad things and put you in a bad spot.,"Rachel didn't study but felt confident, probably because she planned to cheat all along. Then she made Sarah cover for her. Real friends shouldn't put you in a position where you have to lie to a teacher just to protect them.","Billy kept the wallet because he was really mad at his parents for not buying him the bike, and the wallet had exactly the $300 he needed. He let his selfish desire for the bike take over instead of being honest.","In the comic, he thinks 'with that money I could buy that red bike!' right after his parents told him no. When people are angry and really want something, they sometimes make bad choices and steal because the temptation is right in front of them.",The lesson is that just because you want something really badly doesn't make it okay to steal from someone else to get it.,"Billy watched the lady look for her lost wallet and she looked sad about it, but he lied to her face anyway just so he could get his bike. It shows how greed can make you ignore how much you are hurting other people."
R0091,IIR3,text,"Bruno kept the cat because he realized the cat was a better friend than those mean boys. He saw the cat was wet and shaking, and since he knows what it feels like to be laughed at, he wanted to protect it.",The text says the boys were laughing at the cat just like they laughed at Bruno earlier. I thought of this because usually people who get picked on have empathy for others who are being bullied.,A real friend won't judge you or use peer pressure to make you do what they want.,"The boys told Bruno he couldn't play basketball if he touched the dirty cat, but the cat just purred and liked him. It shows that true friends accept you, while fake friends just try to control you to look cool.",Sarah didn't tell on her because Rachel is her best friend and she doesn't want to ruin their relationship. People usually protect their close friends even if they are doing something wrong like cheating.,The story says they have been friends since they were toddlers and Rachel reminded her of that. I know from real life that nobody wants to be a snitch and lose their best friend over a math test.,You shouldn't put your friends in a bad spot where they have to lie for you.,"Rachel made Sarah lie to the teacher by cheating and saying 'don't tell on me'. In real life, a true friend wouldn't force you to break the rules and feel guilty just to save themselves.","Billy kept the wallet because he was super desperate to buy that beautiful $300 bike. His dad already told him no, so his greed took over and he lied so he could get the money himself.","The story shows he counted exactly $300 in the wallet, which was the exact price of the bike he wanted. Sometimes in the real world, when people want something really bad and get rejected, they make selfish choices to get it anyway.",Don't let your anger or wanting stuff make you do something illegal like stealing from innocent people.,"Billy was mad that his dad said no to the bike, so he straight up lied to the lady's face to keep her money. It reminds me that being too materialistic can make people do really bad things if they don't control their emotions."
R0092,IIR3,comic,"He kept the cat because he felt a connection with it since they both knew what it was like to be sad, and he didn't care about the bullies anymore.","The cat tried to comfort him when he was crying earlier, and then he saw it shivering in the rain. I know that when an animal is there for you when you're down, you want to protect them back, even if other people make fun of you.",Do the right thing and be kind even if your friends are being mean about it.,"The kids threatened to not let him play basketball if he touched the cat, but he adopted it anyway. It shows that standing up to peer pressure is more important than fitting in with kids who act like jerks.","Sarah didn't tell on her because Rachel reminded her they are best friends. Usually, kids protect their friends so they don't get in trouble.",In the comic Rachel whispers 'I'm your best friend' to make Sarah stay quiet. I know from school that people feel bad snitching on their friends because it can ruin the friendship.,Cheating puts your friends in a really bad spot.,"Rachel cheated and then used their friendship to make Sarah lie to Ms. Craig. In real life, making your friend lie for you is unfair because friends shouldn't pressure each other to break the rules.",Billy kept it because he saw the $300 inside and his parents had just told him they wouldn't buy him the expensive bike. He let his want for the bike make him steal.,"The story shows his parents saying no, and then he sees exactly $300 in the wallet. When people are really mad about not getting what they want, they sometimes do bad things to get it themselves.",Don't let your anger make you do selfish things to other people.,"Billy was mad at his parents for saying no to the bike, so he stole the lady's money. In the real world, stealing someone else's money just because you are throwing a fit is wrong and hurts innocent people."
R0093,IIR3,text,"Bruno decided to keep the cat because he realized the cat was a better friend to him when he was crying, unlike the other boys who just made fun of him and the cat.","The text says the mean boys told him he couldn't play basketball if he touched the dirty cat. But Bruno knows from real life that real friends don't bully you or make rules like that, so he chose the loyal cat over them.","The lesson is that true friends will be there for you when you are down, and you shouldn't care about what mean people think about you.","Bruno sees the cat sitting cold in the rain and remembers how the cat comforted him. In the real world, it's better to stick with someone who actually cares about your feelings instead of fake friends who just laugh at you.","Sarah didn't tell the teacher because Rachel is her best friend and she felt pressured to protect her, even though she knows cheating is wrong.","The story says they've been best friends since they were toddlers and Rachel told her to shush. In real life, people usually don't want to snitch on their close friends because it could completely ruin the friendship.",A lesson is that sometimes loyalty to a friend can put you in a really tough spot where you have to choose between doing the right thing and protecting them.,"Sarah lies to Ms. Craig to cover up for Rachel's cheating just because Rachel used their friendship as an excuse. In real life, peer pressure from friends can make you do things you know aren't right.","Billy kept the wallet because he was really mad his parents said no, and he saw it had exactly the $300 he needed to buy the bike he wanted.","The story mentions he found $300 which was the exact price of the cool bike. In real life, when people are desperate or mad they didn't get their way, they might give into temptation and steal to get what they want.",A lesson is that being jealous or angry doesn't make it okay to steal from innocent people.,"Billy lied straight to the lady's face so he could keep her money for the bike. In the real world, stealing someone else's money just because your parents said no is super selfish and hurts other people."
R0094,IIR3,text,"He kept the cat because he realized the cat was actually a true friend to him, while the other boys were just mean bullies.","The story says the cat jumped on his lap to comfort him when he was crying alone. Usually, if an animal or person is there for you when you're sad, that makes them a loyal friend, so he decided to take the cat home instead of listening to those toxic kids.",You shouldn't care about what mean people think and you should stand up for your real friends.,"Bruno originally gave up the cat so he could play basketball with those kids, but they were just jerks making fun of a wet, freezing cat. It shows that in real life, you shouldn't try to fit in with bullies, you should stick by the people who actually comfort you.","She doesn't tell the teacher because she feels pressured by Rachel, since they have been best friends since they were toddlers.","In the story Rachel catches Sarah looking and whispers 'Don't tell on me, I'm your best friend.' In real school situations, it is extremely hard to snitch on your lifelong friend because you don't want to ruin the friendship, even if you know they are cheating.",Sometimes people will try to use your friendship to get away with doing bad things.,"Rachel didn't study at all and decided to copy another student's test, but then she used their long friendship to guilt Sarah into covering for her. It reminds me of how peer pressure works, where friends make you feel bad so you will keep their dirty secrets.","Billy kept it because he saw exactly $300 inside of it, which was the exact amount he needed to buy that beautiful red bike he saw at the beach.","The story mentions that his dad told him no when he asked for the bike for his birthday. Sometimes when kids get mad that they don't get what they want from their parents, they get desperate and take things that aren't theirs just so they can buy it themselves.",Being greedy and wanting things too much can make you do terrible things like stealing and lying.,"Billy really wanted that expensive $300 bike that his parents refused to buy, so he literally lied to a lady's face about having her wallet. It shows how wanting material stuff can completely ruin a person's morals in the real world."
R0095,IIR3,comic,"He kept the cat because it tried to comfort him when he was sad, and he realized the cat was a better friend than those mean kids.","The comic shows him calling the cat his 'real friend' after the other kids made fun of the wet cat. He chose the cat because animals can show you true love, unlike bullies who just care about looking cool.",You should stand up to bullies and choose to be with people or animals who actually care about your feelings.,The boy finally ignored the kids threatening him and adopted the wet cat. This shows that doing the right thing and being kind is way better than trying to fit in with mean people.,"She doesn't tell because Rachel has been her best friend since they were toddlers, and she doesn't want to ruin their friendship or get her in trouble.",In the story Rachel whispers 'I'm your best friend' to make Sarah keep quiet. I know from middle school that kids usually cover for their friends because they care about loyalty more than the rules.,"A good friend shouldn't force you to lie for them, and cheating just puts your friends in an awkward spot.","Rachel didn't study and copied answers, then used their friendship to make Sarah lie to the teacher. In real life, a true friend wouldn't make you break the rules and feel guilty like that.","He kept the wallet because he really wanted that $300 red bike and his parents told him no, so he got greedy.",The comic showed him thinking about buying the bike when he saw the cash. Sometimes people do bad things like stealing when they are desperate to get something they can't afford.,You shouldn't steal from other people just because you are upset you didn't get something you wanted.,"Billy stole the lady's $300 for the red bike because his parents said no. Even if you're mad like Billy was, taking someone else's hard-earned money is a crime and selfish."
R0096,IIR3,text,"He kept the cat because he saw that the cat actually cared about him when he was sad, while his friends were just being mean bullies.","In the story the cat comforted him when he was crying, and real friends don't make fun of you or give you ultimatums like those basketball kids did.","A good lesson is that true friends are the ones who are nice to you when you need it, not the popular kids.","I thought of this because Bruno finally realized the cat was a 'real friend' unlike the boys. In life, people who try to control you aren't your real friends.",Sarah didn't tell on Rachel because they've been best friends since they were toddlers and she didn't want to betray her.,"Rachel told her 'I'm your best friend' to make her feel guilty. Usually, kids don't want to snitch on their friends because they're scared of losing them.","Peer pressure can make you do things you know are wrong, like lying to a teacher.",Sarah said 'nothing is going on' to the teacher even though she knew Rachel was cheating. It shows how hard it is to tell the truth when your friendship is on the line.,"He kept it because his parents said they wouldn't buy him the expensive bike, and the wallet had exactly the $300 he needed for it.","The text says his dad said no and he felt mad. When he saw the $300, his temptation took over, because sometimes people let their anger and wanting things make them do bad stuff.",Stealing from someone just because you are mad you didn't get what you want is selfish and wrong.,"Billy lied to the lady so he could keep the 300 dollars for the bike. It's messed up because in the real world, stealing someone's wallet causes huge problems since they lose their ID and cards."
