respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,predicted_waypoint,semantic_quality,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0028,WAYPOINT3,text,moderate,stealing,q3,inference,A good lesson is that you shouldn't steal from others just because you want something you can't afford.,18,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,1.0,1.0,0.0,1.0
R0028,WAYPOINT3,text,moderate,stealing,q4,metacognitive,"I thought of this because Billy lied to the lady so he could keep her $300 for his bike. In the real world, stealing someone's wallet is a crime, and it's selfish to hurt innocent people just because your parents said no to a toy.",45,0.8,1.0,0.6667,0.75,,,,,0.7958,,,,,,,0.7958,,,,,1.0,1.0,0.0,1.0
R0029,WAYPOINT3,text,little,cat,q1,inference,"He kept the cat because the cat comforted him when he was crying earlier. The other boys were just bullies, and I know it's better to pick someone who really cares about you instead of hanging out with mean kids.",40,0.6,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.8625,,,,,,,0.8625,,,,,,,,
R0029,WAYPOINT3,text,little,cat,q2,metacognitive,"Because the story says he called the cat a 'real friend' at the end. It makes sense because in real life, when people make fun of you or others like those basketball boys did, you realize they aren't your true friends anyway.",42,0.6,0.6,0.4,0.5,0.0,1.0,0.0,1.0,0.515,,,,,,,0.515,,,,,,,,
R0029,WAYPOINT3,text,little,cat,q3,inference,A good lesson is to not let peer pressure make you do the wrong thing. Bruno decided to help the cat even though the boys threatened that he couldn't play basketball anymore.,32,0.6,1.0,1.0,0.75,1.0,0.0,1.0,1.0,0.8625,,,,,,,0.8625,,,,,,,,
R0029,WAYPOINT3,text,little,cat,q4,metacognitive,"I thought of this because the boys were laughing at the cat while it was shivering in the cold rain. In the real world, it takes guts to stand up to your friends when they act like jerks, but being kind is more important than fitting in.",47,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,,,,,,,0.9,,,,,,,,
R0029,WAYPOINT3,text,little,lying,q1,inference,Sarah didn't tell because Rachel is her best friend since they were toddlers. I guess in real life you don't snitch on your best friend because they will get mad at you and not be your friend anymore.,38,0.6,0.6,0.4,1.0,,,,,0.59,,,,,,,0.59,1.0,1.0,1.0,1.0,,,,
R0029,WAYPOINT3,text,little,lying,q2,metacognitive,The story says Rachel whispered 'Don't tell on me.' And I just know that friends usually protect each other from getting in trouble at school.,25,0.8,1.0,0.6667,1.0,,,,,0.8333,,,,,,,0.8333,1.0,1.0,1.0,1.0,,,,
R0029,WAYPOINT3,text,little,lying,q3,inference,A lesson is that cheating puts your friends in a really bad spot. Rachel cheated and made Sarah lie to the teacher about it.,24,0.6,0.8,0.8,1.0,,,,,0.78,,,,,,,0.78,1.0,1.0,1.0,1.0,,,,
R0029,WAYPOINT3,text,little,lying,q4,metacognitive,"I thought of this because Sarah had to tell the teacher 'Nothing is going on.' In real life, it sucks when a friend breaks the rules because then you have to lie for them to keep the friendship going.",39,0.6,1.0,1.0,1.0,,,,,0.9,,,,,,,0.9,1.0,1.0,1.0,1.0,,,,
R0029,WAYPOINT3,text,little,stealing,q1,inference,"He kept it because the wallet had exactly $300. His dad told him no about the new bike, so he decided to steal the money because he really wanted it and got greedy.",33,0.6,0.75,0.75,0.75,,,,,0.7125,,,,,,,0.7125,,,,,1.0,1.0,0.0,1.0
R0029,WAYPOINT3,text,little,stealing,q2,metacognitive,"The story says he looked in the wallet and said he could buy the red bike. Also, I know that people sometimes steal things when they are mad they can't afford something themselves.",33,0.6,0.5,0.2,0.5,,,,,0.42,,,,,,,0.42,,,,,1.0,0.0,1.0,0.0
R0029,WAYPOINT3,text,little,stealing,q3,inference,You shouldn't steal from people or lie just because you are mad you didn't get a present you wanted.,19,0.0,0.75,0.75,0.75,,,,,0.5625,,,,,,,0.5625,,,,,1.0,1.0,0.0,1.0
R0029,WAYPOINT3,text,little,stealing,q4,metacognitive,"Billy was mad his parents said no, so he lied to the lady about finding her wallet. Taking stuff that belongs to someone else is stealing, which is always a bad thing to do in real life.",37,0.6,1.0,1.0,0.5,,,,,0.825,,,,,,,0.825,,,,,1.0,1.0,0.0,0.0
R0030,WAYPOINT3,text,lot,cat,q1,inference,"Bruno kept the cat because he realized the animal actually cared about his feelings when he was crying, which made it a much better companion than the boys mocking them.",30,0.6,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.705,,,,,,,0.705,,,,,,,,
R0030,WAYPOINT3,text,lot,cat,q2,metacognitive,"In the text, the cat tries to comfort Bruno on the bench, and later Bruno calls him a 'real friend' in the rain. I know from life experience that the unconditional loyalty of a pet is far more valuable than hanging out with toxic peers who threaten to exclude you.",50,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.95,,,,,,,0.95,,,,,,,,
R0030,WAYPOINT3,text,lot,cat,q3,inference,The main lesson is that you should value genuine friendship and compassion over trying to fit in with a cruel crowd.,21,0.4,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.73,,,,,,,0.73,,,,,,,,
R0030,WAYPOINT3,text,lot,cat,q4,metacognitive,"I thought of this because Bruno ultimately chooses to adopt the cold, wet cat instead of playing basketball with the bullies. In the real world, people who only accept you if you act mean aren't true friends, but those who comfort you unconditionally definitely are.",45,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.9625,,,,,,,0.9625,,,,,,,,
R0030,WAYPOINT3,text,lot,lying,q1,inference,"Sarah doesn't tell the teacher because she feels a strong sense of loyalty to Rachel since they have been best friends since they were toddlers. Even though she knows cheating is wrong, she doesn't want to betray her close friend and risk ruining their relationship by snitching.",47,0.8,0.8,0.5333,1.0,,,,,0.7367,,,,,,,0.7367,1.0,1.0,1.0,1.0,,,,
R0030,WAYPOINT3,text,lot,lying,q2,metacognitive,"In the story, Rachel specifically whispers, 'I'm your best friend' to guilt-trip Sarah into staying quiet. I know from real-world situations that friendship loyalty often pushes people to cover up bad behavior, because losing a lifelong friend feels worse in the moment than lying to an authority figure.",48,0.6,1.0,1.0,1.0,,,,,0.9,,,,,,,0.9,1.0,1.0,1.0,1.0,,,,
R0030,WAYPOINT3,text,lot,lying,q3,inference,"A valuable lesson is that true friends shouldn't put you in difficult moral dilemmas just to cover up their own lazy mistakes. Rachel didn't study and decided to cheat, but then she unfairly used their lifelong friendship as leverage to force Sarah into lying to the teacher.",47,0.6,1.0,1.0,1.0,,,,,0.9,,,,,,,0.9,1.0,1.0,1.0,1.0,,,,
R0030,WAYPOINT3,text,lot,lying,q4,metacognitive,"The text shows Rachel blatantly using their toddler-years friendship as an excuse when she gets caught copying the boy's test. From my own perspective, a healthy friendship relies on mutual respect, so manipulating a friend to compromise their integrity isn't how genuine friends behave.",44,0.8,1.0,1.0,1.0,,,,,0.95,,,,,,,0.95,1.0,1.0,1.0,1.0,,,,
R0030,WAYPOINT3,text,lot,stealing,q1,inference,"Billy kept the lady's wallet because it contained exactly $300, which was the price of the new bike he wanted. Since his parents refused to buy it for him, his intense desire for the bike blinded his sense of right and wrong, causing him to steal.",46,0.8,1.0,1.0,1.0,,,,,0.95,,,,,,,0.95,,,,,1.0,1.0,1.0,1.0
R0030,WAYPOINT3,text,lot,stealing,q2,metacognitive,"The text states that the beautiful bike cost $300 and his dad said no to his request. From my own understanding of human nature, when people are upset and suddenly face a strong temptation, they can easily give in to greed and make dishonest choices like lying to the lady.",50,0.8,1.0,1.0,1.0,,,,,0.95,,,,,,,0.95,,,,,1.0,1.0,1.0,1.0
R0030,WAYPOINT3,text,lot,stealing,q3,inference,The primary lesson is that you shouldn't let materialism and temporary anger push you into committing unethical acts like theft.,20,0.0,1.0,0.6667,0.5,,,,,0.5583,,,,,,,0.5583,,,,,1.0,1.0,0.0,0.0
R0030,WAYPOINT3,text,lot,stealing,q4,metacognitive,"In the story, Billy's frustration over not getting the expensive bike directly leads him to lie to the lady and take her money. In the real world, stealing to satisfy your own selfish wants is deeply wrong, and acting out of jealousy usually means you end up hurting innocent people.",50,0.6,1.0,1.0,1.0,,,,,0.9,,,,,,,0.9,,,,,1.0,1.0,1.0,1.0
R0031,WAYPOINT3,comic,little,cat,q1,inference,"I think he kept the cat because he saw it was sad in the rain, and he wanted to be a real friend back.",24,0.6,0.8,0.8,0.75,0.0,1.0,1.0,1.0,0.7425,,,,,,,0.7425,,,,,,,,
R0031,WAYPOINT3,comic,little,cat,q2,metacognitive,"The story showed the cat sitting by him when he was crying. In real life, when someone helps you when you're sad, you want to stand up for them when they get picked on.",34,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.66,,,,,,,0.66,,,,,,,,
R0031,WAYPOINT3,comic,little,cat,q3,inference,"Um, maybe the lesson is to not listen to bullies and just be a good friend.",16,0.4,0.8,0.2667,0.75,0.0,1.0,1.0,1.0,0.5058,,,,,,,0.5058,,,,,,,,
R0031,WAYPOINT3,comic,little,cat,q4,metacognitive,"Well, the boy adopted the cat even when the other kids said he couldn't play basketball. Like in real life, doing the right thing is more important than just fitting in with mean people.",34,0.4,0.8,0.5333,0.75,1.0,0.0,1.0,1.0,0.5992,,,,,,,0.5992,,,,,,,,
R0031,WAYPOINT3,comic,little,lying,q1,inference,"Um, Sarah didn't tell because Rachel has been her best friend since they were toddlers. Usually, you don't want to snitch on your best friend because it gets them in big trouble.",32,0.6,0.8,0.2667,1.0,,,,,0.5933,,,,,,,0.5933,1.0,1.0,1.0,1.0,,,,
R0031,WAYPOINT3,comic,little,lying,q2,metacognitive,"In the comic Rachel whispers 'don't tell on me.' I just know from real life that it's really hard to tell on your friends, because they might get mad at you or not be your friend anymore.",37,0.8,0.8,0.8,1.0,,,,,0.83,,,,,,,0.83,1.0,1.0,1.0,1.0,,,,
R0031,WAYPOINT3,comic,little,lying,q3,inference,"Maybe a lesson is that you shouldn't cheat, because it makes your friends have to lie for you to the teacher.",21,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0031,WAYPOINT3,comic,little,lying,q4,metacognitive,"Well, Rachel didn't study and copied, and then Sarah had to tell Ms. Craig nothing was wrong. I think in real life it's unfair to make your friends feel bad by pulling them into your own mistakes.",37,0.6,1.0,0.6667,1.0,,,,,0.7833,,,,,,,0.7833,1.0,1.0,1.0,1.0,,,,
R0031,WAYPOINT3,comic,little,stealing,q1,inference,"He kept it because his parents said no to the new bike, and he saw 300 dollars in the wallet. Sometimes when kids are mad and really want something, they just take it even if it's wrong.",37,0.8,0.75,0.8,1.0,,,,,0.8175,,,,,,,0.8175,,,,,1.0,1.0,1.0,1.0
R0031,WAYPOINT3,comic,little,stealing,q2,metacognitive,"In the story he gets mad at his parents and then sees the exact money for the red bike. Also, I know that people sometimes make bad choices and steal when they are upset.",34,0.6,0.75,0.75,0.5,,,,,0.675,,,,,,,0.675,,,,,1.0,1.0,0.0,0.0
R0031,WAYPOINT3,comic,little,stealing,q3,inference,"Umm, maybe that you shouldn't steal or lie just because you can't get what you want.",16,0.0,0.5,0.3333,0.5,,,,,0.3167,,,,,,,0.3167,,,,,1.0,1.0,0.0,0.0
R0031,WAYPOINT3,comic,little,stealing,q4,metacognitive,"Well, the comic shows him lying to the lady so he can buy the bike. But in real life, taking somebody else's money is a bad thing to do because that lady probably needed her money.",36,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,1.0,1.0,0.0,1.0
R0032,WAYPOINT3,text,none,cat,q1,inference,"He keep the cat cause it was a real friend. The cat help him when he cry, and the boys was just mean.",23,0.4,0.6,0.6,0.25,0.0,0.0,0.0,1.0,0.4975,,,,,,,0.4975,,,,,,,,
R0032,WAYPOINT3,text,none,cat,q2,metacognitive,The story say the cat sit with him crying. I know real friends dont laugh at you. So cat is better friend than them.,24,0.4,0.6,0.6,0.75,0.0,1.0,1.0,1.0,0.5725,,,,,,,0.5725,,,,,,,,
R0032,WAYPOINT3,text,none,cat,q3,inference,Pick nice friends over mean bullies.,6,0.4,0.4,0.2667,0.5,0.0,1.0,0.0,1.0,0.3683,,,,,,,0.3683,,,,,,,,
R0032,WAYPOINT3,text,none,cat,q4,metacognitive,"Bruno gave up basketball to keep the sad cat. Cause in real life playing games with mean kids is bad, having a nice friend is better.",26,0.8,0.8,0.5333,0.5,0.0,0.0,1.0,1.0,0.6617,,,,,,,0.6617,,,,,,,,
R0032,WAYPOINT3,text,none,lying,q1,inference,She wants to keep her friend. Rachel told her shhh we are best friends. You don't tell on friends or they hate you.,23,0.8,0.2,0.5333,0.5,,,,,0.5117,,,,,,,0.5117,0.0,1.0,0.0,1.0,,,,
R0032,WAYPOINT3,text,none,lying,q2,metacognitive,The story says Rachel whispered that she is her best friend. I know if you get a friend in trouble they will not be your friend anymore.,27,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0032,WAYPOINT3,text,none,lying,q3,inference,I guess study for your tests. Rachel didn't study so she copied. It is bad to make your friends lie for you.,22,0.4,0.6,0.4,0.75,,,,,0.5025,,,,,,,0.5025,0.0,1.0,1.0,1.0,,,,
R0032,WAYPOINT3,text,none,lying,q4,metacognitive,Because Rachel said she didn't study in the story. Then she cheated and told Sarah not to tell. In real life it's mean to make your best friend lie to a teacher.,32,0.6,0.6,0.6,0.75,,,,,0.6225,,,,,,,0.6225,0.0,1.0,1.0,1.0,,,,
R0032,WAYPOINT3,text,none,stealing,q1,inference,He kept it to buy the $300 bike. His dad said no to a new bike. Sometimes people steal money to buy stuff they really want.,26,0.4,0.5,0.5,0.5,,,,,0.475,,,,,,,0.475,,,,,0.0,1.0,0.0,1.0
R0032,WAYPOINT3,text,none,stealing,q2,metacognitive,The story says he saw $300 in the wallet and thought about the red bike. I guess I know kids do bad things when they want a toy really bad.,30,0.6,0.75,0.75,0.75,,,,,0.7125,,,,,,,0.7125,,,,,1.0,1.0,0.0,1.0
R0032,WAYPOINT3,text,none,stealing,q3,inference,Don't be greedy and steal. Even if you want a expensive bike.,12,0.2,0.25,0.25,0.5,,,,,0.275,,,,,,,0.275,,,,,0.0,1.0,0.0,1.0
R0032,WAYPOINT3,text,none,stealing,q4,metacognitive,"He lied to the lady about her wallet in the story. Stealing is a crime in real life, you should just save up your own money.",26,0.2,0.75,0.5,0.5,,,,,0.4875,,,,,,,0.4875,,,,,1.0,1.0,0.0,0.0
